Date,btc_close,spx_close,mchi_close,eem_close,gld_close,agg_close,tips_close,vix_close,iai_value,eth_close,7D,14D,20D,50D,rsi7,rsi14,rsi20,rsi50,mchi_close_coint,eem_close_coint,spx_close_coint,eth_close_coint,mchi_close_lag,eem_close_lag,spx_close_lag,eth_close_lag,day_1,day_2,day_3,day_4,day_5,day_6,Volume_1d_change,Volume_1d_change_SMA
2015-08-07,279.584991,2077.570068,46.110725,32.698902000000004,104.650002,97.121048,103.066452,13.39,109.15,2.77,279.584991,279.584991,279.584991,279.584991,,,,,-1891.1554734832898,-1038.8956014524156,-402.30519931399976,-1761.8805234087126,,,,,0,0,0,1,0,0,1.2607797957652416,0.2690151813517256
2015-08-08,260.997009,2086.4400226666667,46.46250366666667,32.88206466666667,105.00666833333334,97.07953633333334,103.01740266666667,13.003333333333334,109.15,0.753325,270.291,270.291,270.291,270.291,,,,,-2028.8844535432963,-1167.4143512965384,-498.4532628438028,-1754.8435131019896,-1891.1554734832898,-1038.8956014524156,-402.30519931399976,-1761.8805234087126,0,0,0,0,1,0,0.37773980341204383,0.30222189771909447
2015-08-09,265.083008,2095.3099773333333,46.81428233333333,33.06522733333333,105.36333466666666,97.03802466666667,102.96835333333333,12.616666666666667,109.15,0.701897,268.55500266666667,268.55500266666667,268.55500266666667,268.55500266666667,,,,,-2143.939452603301,-1273.2591201406503,-571.9273453736023,-1750.1040413786454,-2028.8844535432963,-1167.4143512965384,-498.4532628438028,-1754.8435131019896,0,0,0,0,0,1,-0.5935694394615003,0.1794603431026942
2015-08-10,264.47000099999997,2104.179932,47.166061,33.24839,105.720001,96.99651300000001,102.919304,12.23,109.15,0.708448,267.53375224999996,267.53375224999996,267.53375224999996,267.53375224999996,,,,,-2263.6934576633084,-1383.8028949847721,-650.1004339034043,-1750.8002890220814,-2143.939452603301,-1273.2591201406503,-571.9273453736023,-1750.1040413786454,0,0,0,0,0,0,-0.11812724888186432,0.17209053606185562
2015-08-11,270.385986,2084.070068,46.582840000000004,32.518738,106.260002,97.316696,103.342316,13.71,109.15,1.07,268.104199,268.104199,268.104199,268.104199,,,,,-2060.2511909021796,-939.9635816191039,-468.34108216617824,-1749.4783844854583,-2263.6934576633084,-1383.8028949847721,-650.1004339034043,-1750.8002890220814,1,0,0,0,0,0,0.2123273306195601,0.22783004829069609
2015-08-12,266.37600699999996,2086.050049,45.684886999999996,32.014297,107.75,97.254463,103.10327099999999,13.61,109.15,1.22,267.81616699999995,267.81616699999995,267.81616699999995,267.81616699999995,,,,,-1760.1409182544248,-641.2176143815777,-489.6642824348928,-1755.394346772804,-2060.2511909021796,-939.9635816191039,-468.34108216617824,-1749.4783844854583,0,1,0,0,0,0,0.0543172694710603,-0.013462456968140168
2015-08-13,264.079987,2083.389893,45.860779,31.960253,106.860001,97.049881,102.827362,13.49,109.15,1.83,267.282427,267.282427,267.282427,267.282427,,,,,-1822.0083404356392,-611.0774478732201,-468.69953910570257,-1765.4413654746777,-1760.1409182544248,-641.2176143815777,-489.6642824348928,-1755.394346772804,0,0,1,0,0,0,0.03244777254861009,-0.08252086314082692
2015-08-14,265.679993,2091.540039,46.036667,32.005283,106.849998,97.00541700000001,102.71701,12.83,109.15,1.83,265.2959987142857,267.08212275,267.08212275,267.08212275,31.264644367193373,,,,-1879.9783818900378,-636.5035960896203,-538.3655104409991,-1763.8413594746778,-1822.0083404356392,-611.0774478732201,-468.69953910570257,-1765.4413654746777,0,0,0,1,0,0,-0.0214661104188113,0.031899802667710885
2015-08-15,261.550995,2095.173339666667,45.96878066666667,31.888180666666667,106.943331,97.06173466666667,102.71394566666667,12.893333333333333,109.15,1.69,265.3751395714286,266.467553,266.467553,266.467553,27.672448153609103,,,,-1861.1155208765085,-570.349988720598,-574.2645801627805,-1766.1914397398216,-1879.9783818900378,-636.5035960896203,-538.3655104409991,-1763.8413594746778,0,0,0,0,1,0,-0.28681269194424763,-0.0018372859447657764
2015-08-16,258.50698900000003,2098.8066403333332,45.90089433333333,31.77107833333333,107.036664,97.11805233333334,102.71088133333333,12.956666666666667,109.15,1.57,264.43570828571427,265.6714966,265.6714966,265.6714966,25.183737729521226,,,,-1841.1676678629774,-503.11138935157214,-609.0786578845618,-1767.7106591099448,-1861.1155208765085,-570.349988720598,-574.2645801627805,-1766.1914397398216,0,0,0,0,0,1,0.5380594272582824,0.06330913338297868
2015-08-17,257.97601299999997,2102.439941,45.833008,31.653976,107.129997,97.17437,102.707817,13.02,109.15,1.2,263.5079957142857,264.97190718181815,264.97190718181815,264.97190718181815,24.731104459077212,,,,-1818.706784849448,-433.3597599825516,-641.3797056063449,-1763.5402096678247,-1841.1676678629774,-503.11138935157214,-609.0786578845618,-1767.7106591099448,0,0,0,0,0,0,-0.2725409698152572,-0.002062514474284827
2015-08-18,211.07899500000002,2096.919922,44.833214,31.311668,107.110001,96.99651300000001,102.459526,13.79,109.15,1.09,255.03556842857142,260.48083116666663,260.48083116666663,260.48083116666663,8.67146374925297,,,,-1526.9918678418107,-274.8099914511695,-640.0089319686958,-1809.0395065904377,-1818.706784849448,-433.3597599825516,-641.3797056063449,-1763.5402096678247,1,0,0,0,0,0,0.949643582401621,0.18137664749631735
2015-08-19,226.684006,2079.610107,43.861198,30.924332,108.550003,97.29888199999999,102.808983,15.25,109.15,1.26,249.3652825714286,257.8810753846154,257.8810753846154,257.8810753846154,27.059207098348704,,,,-1182.1828221922933,-26.733240065554128,-473.0445608457958,-1795.5946099827631,-1526.9918678418107,-274.8099914511695,-640.0089319686958,-1809.0395065904377,0,1,0,0,0,0,0.4442050717485384,0.2745108839297873
2015-08-20,235.350006,2035.72998,42.55592,30.437904,110.440002,97.450119,103.094048,19.139999,109.15,1.46,245.26099957142858,256.27171328571427,256.27171328571427,256.27171328571427,35.47596524243661,,,,-731.443045691436,273.8776443043316,-80.68480416315288,-1789.4699210325577,-1182.1828221922933,-26.733240065554128,-473.0445608457958,-1795.5946099827631,0,0,1,0,0,0,-0.4697646757309115,0.23792048717245456
2015-08-21,232.569,1970.890015,41.259892,29.501076,111.129997,97.619095,103.130814,28.030001000000002,109.15,1.4,240.53085771428573,252.9134282142857,254.6915324,254.6915324,34.00680155430382,30.205792353114198,,,-295.28308094738895,833.363082946642,483.5036007052586,-1791.4885337176192,-731.443045691436,273.8776443043316,-80.68480416315288,-1789.4699210325577,0,0,0,1,0,0,-0.281989155693261,0.07391077058214587
2015-08-22,230.38999900000002,1944.9966636666666,40.275528333333334,29.071697333333336,110.92999766666667,97.607239,103.01127133333334,32.266668,109.15,1.38,236.07928685714288,250.72721321428568,253.1726865625,253.1726865625,32.766387106273754,29.620520918781196,,,35.92388148229111,1088.8890355901276,707.7395607692997,-1793.4134036126397,-295.28308094738895,833.363082946642,483.5036007052586,-1791.4885337176192,0,0,0,0,1,0,0.0013851849933976812,0.12869600154387686
2015-08-23,228.169006,1919.1033123333334,39.29116466666667,28.642318666666668,110.72999833333334,97.595383,102.89172866666667,36.50333500000001,109.15,1.35,231.7452892857143,248.09049878571426,251.7018818235294,251.7018818235294,31.40423442534867,29.003650142224018,,,367.08885191196714,1344.3729962336183,931.9335288333423,-1795.2531999551707,35.92388148229111,1088.8890355901276,707.7395607692997,-1793.4134036126397,0,0,0,0,0,1,-0.20681378442551246,-0.10259547182154982
2015-08-24,210.49499500000002,1893.209961,38.306801,28.212940000000003,110.529999,97.583527,102.772186,40.740002000000004,109.15,1.23,224.96228671428574,244.23514121428568,249.4126103333333,249.4126103333333,22.658982038068434,24.61119941391293,,,682.8008043416448,1584.4039388771089,1140.6744788973847,-1811.4024243252939,367.08885191196714,1344.3729962336183,931.9335288333423,-1795.2531999551707,0,0,0,0,0,0,2.2173622504971044,0.2520359639281634
2015-08-25,221.608994,1867.609985,39.473221,28.573256,109.160004,97.352272,102.523903,36.02,109.15,1.14,226.4665722857143,240.75107035714285,247.94926210526313,247.94926210526313,35.77922058336024,31.623800207289122,,,298.86969081685857,1379.2630903835015,1375.6381254251937,-1799.1448353528863,682.8008043416448,1584.4039388771089,1140.6744788973847,-1811.4024243252939,1,0,0,0,0,0,0.03155146764560368,0.3522991926034664
2015-08-26,225.830994,1940.5100100000002,40.491528,29.519092999999998,107.66999799999999,96.898666,101.90778399999999,30.32,109.15,1.16,226.34471342857142,237.854998,246.84334869999998,246.84334869999998,40.26997407026333,34.13042706846435,,,-41.79025856653425,815.8116143546613,742.4124613719723,-1795.1769664578658,298.86969081685857,1379.2630903835015,1375.6381254251937,-1799.1448353528863,0,1,0,0,0,0,-0.47931876665597195,0.31283327041092424
2015-08-27,224.768997,1987.660034,42.454082,30.825249,107.730003,97.032112,102.404358,26.1,109.15,1.15,224.83314071428575,235.04707014285714,244.102549,245.7921890952381,39.46021660754119,33.79482496432542,32.568656877087285,,-707.5333873766631,30.819493288956437,329.0642867080678,-1796.111897905376,-41.79025856653425,815.8116143546613,742.4124613719723,-1795.1769664578658,0,0,1,0,0,0,-0.31132419517102616,0.2502913943780395
