Date,Close**,Volume
24-Feb-20,265.22,"22,400,845,640"
23-Feb-20,273.75,"19,585,998,814"
22-Feb-20,262.33,"16,906,032,862"
21-Feb-20,265.6,"20,867,593,292"
20-Feb-20,257.95,"23,229,828,870"
19-Feb-20,259.76,"22,679,414,413"
18-Feb-20,281.94,"26,511,477,187"
17-Feb-20,266.36,"26,024,080,089"
16-Feb-20,259.89,"25,152,366,643"
15-Feb-20,264.73,"23,682,452,994"
14-Feb-20,284.22,"23,558,253,463"
13-Feb-20,268.1,"25,801,317,504"
12-Feb-20,265.41,"24,545,049,386"
11-Feb-20,235.85,"16,964,695,963"
10-Feb-20,223.52,"16,210,008,511"
9-Feb-20,228.58,"15,031,356,241"
8-Feb-20,223.15,"16,741,203,125"
7-Feb-20,222.73,"16,673,443,564"
6-Feb-20,212.34,"16,425,589,683"
5-Feb-20,204.23,"14,865,434,435"
4-Feb-20,189.25,"11,714,191,695"
3-Feb-20,189.87,"12,392,875,241"
2-Feb-20,188.62,"14,054,425,389"
1-Feb-20,183.67,"11,569,697,182"
31-Jan-20,180.16,"11,728,616,394"
30-Jan-20,184.69,"12,604,789,338"
29-Jan-20,175.05,"10,725,267,311"
28-Jan-20,176.37,"11,772,875,064"
27-Jan-20,170.93,"11,004,476,145"
26-Jan-20,168.08,"9,261,861,590"
25-Jan-20,161.28,"8,256,956,802"
24-Jan-20,163.05,"10,657,671,162"
23-Jan-20,162.93,"10,396,868,698"
22-Jan-20,168.29,"9,209,827,928"
21-Jan-20,169.7,"9,789,369,362"
20-Jan-20,167.12,"11,144,529,787"
19-Jan-20,166.97,"13,713,374,132"
18-Jan-20,175.37,"14,929,342,256"
17-Jan-20,170.78,"14,997,091,826"
16-Jan-20,164.39,"13,735,193,018"
15-Jan-20,166.23,"15,173,694,057"
14-Jan-20,165.96,"16,712,318,373"
13-Jan-20,144.23,"8,378,529,470"
12-Jan-20,145.87,"8,528,167,453"
11-Jan-20,142.93,"9,332,208,590"
10-Jan-20,143.96,"9,084,816,203"
9-Jan-20,138.98,"7,697,325,348"
8-Jan-20,141.26,"9,387,194,957"
7-Jan-20,143.54,"9,257,954,672"
6-Jan-20,144.3,"9,093,747,121"
5-Jan-20,136.28,"7,526,675,353"
4-Jan-20,135.07,"7,430,904,515"
3-Jan-20,134.17,"10,476,845,358"
2-Jan-20,127.41,"8,032,709,256"
1-Jan-20,130.8,"7,935,230,330"
31-Dec-19,129.61,"8,936,866,397"
30-Dec-19,132.63,"9,796,951,716"
29-Dec-19,134.76,"9,708,776,786"
28-Dec-19,128.32,"8,069,298,610"
27-Dec-19,127.21,"8,299,390,176"
26-Dec-19,126.36,"8,600,871,980"
25-Dec-19,126.45,"8,418,019,054"
24-Dec-19,129.06,"7,961,819,689"
23-Dec-19,128.61,"9,622,497,693"
22-Dec-19,132.37,"9,121,058,481"
21-Dec-19,128.13,"7,449,064,703"
20-Dec-19,129.07,"8,173,594,150"
19-Dec-19,129.32,"9,564,699,140"
18-Dec-19,133.09,"11,864,518,321"
17-Dec-19,122.6,"9,057,166,141"
16-Dec-19,133.61,"8,992,282,119"
15-Dec-19,143.11,"7,235,153,411"
14-Dec-19,142.87,"7,048,066,973"
13-Dec-19,144.94,"7,264,810,247"
12-Dec-19,145.6,"7,890,383,413"
11-Dec-19,143.61,"7,037,180,049"
10-Dec-19,146.27,"6,859,512,025"
9-Dec-19,148.23,"6,744,206,747"
8-Dec-19,151.26,"6,441,727,252"
7-Dec-19,148.77,"5,911,233,284"
6-Dec-19,149.19,"6,458,766,441"
5-Dec-19,149.25,"6,745,910,228"
4-Dec-19,146.75,"7,865,937,094"
3-Dec-19,147.96,"6,204,379,850"
2-Dec-19,149.06,"6,670,561,362"
1-Dec-19,151.19,"7,102,780,298"
30-Nov-19,152.54,"6,565,950,868"
29-Nov-19,155.3,"7,503,898,278"
28-Nov-19,151.72,"7,346,531,960"
27-Nov-19,153.01,"8,778,095,308"
26-Nov-19,148.97,"7,648,516,297"
25-Nov-19,146.48,"10,962,753,356"
24-Nov-19,142.83,"7,782,769,098"
23-Nov-19,153.42,"8,289,198,330"
22-Nov-19,150.27,"12,020,749,863"
21-Nov-19,161.46,"8,546,371,325"
20-Nov-19,175.7,"7,205,785,149"
19-Nov-19,177.46,"7,536,699,743"
18-Nov-19,180.56,"7,787,662,111"
17-Nov-19,185.12,"7,364,325,471"
16-Nov-19,183.35,"6,789,888,120"
15-Nov-19,180.52,"8,815,678,477"
14-Nov-19,186,"7,872,664,470"
13-Nov-19,188.26,"7,343,173,596"
12-Nov-19,186.84,"7,792,186,666"
11-Nov-19,185.49,"7,877,424,106"
10-Nov-19,189.48,"8,752,784,211"
9-Nov-19,185.03,"7,277,418,704"
8-Nov-19,184.21,"9,176,780,911"
7-Nov-19,187.98,"9,081,247,799"
6-Nov-19,191.59,"10,156,458,684"
5-Nov-19,189.3,"10,024,177,342"
4-Nov-19,186.36,"10,551,917,945"
3-Nov-19,182.43,"8,760,247,744"
2-Nov-19,183.93,"8,087,991,830"
1-Nov-19,183.97,"9,145,611,130"
31-Oct-19,183.97,"9,607,939,606"
30-Oct-19,184.69,"10,484,902,804"
29-Oct-19,190.34,"10,622,761,958"
28-Oct-19,182.66,"10,406,734,124"
27-Oct-19,184.24,"10,815,941,952"
26-Oct-19,179.84,"13,831,784,986"
25-Oct-19,181.52,"10,358,594,018"
24-Oct-19,162.17,"7,300,917,537"
23-Oct-19,162.4,"9,624,925,919"
22-Oct-19,172.3,"6,990,951,966"
21-Oct-19,174.92,"6,815,820,627"
20-Oct-19,175.53,"6,801,091,120"
19-Oct-19,172.91,"6,551,453,871"
18-Oct-19,173.62,"7,566,257,807"
17-Oct-19,178.03,"6,737,237,423"
16-Oct-19,176.01,"7,691,244,590"
15-Oct-19,181.41,"7,731,456,579"
14-Oct-19,186.96,"7,276,520,699"
13-Oct-19,182.08,"6,733,182,273"
12-Oct-19,180.83,"7,494,328,840"
11-Oct-19,182.57,"9,128,522,970"
10-Oct-19,191.66,"8,375,913,276"
9-Oct-19,193.29,"9,088,122,101"
8-Oct-19,182.02,"7,466,282,780"
7-Oct-19,181.19,"7,844,316,834"
6-Oct-19,173.06,"5,852,890,674"
5-Oct-19,176.35,"5,837,211,771"
4-Oct-19,176.99,"6,248,928,449"
3-Oct-19,175.2,"6,381,403,725"
2-Oct-19,180.71,"6,335,595,250"
1-Oct-19,177.34,"7,676,276,225"
30-Sep-19,179.87,"7,552,915,148"
29-Sep-19,170.5,"6,497,088,199"
28-Sep-19,174.57,"6,895,423,445"
27-Sep-19,174.71,"7,909,313,625"
26-Sep-19,166.73,"7,848,286,154"
25-Sep-19,170.89,"9,766,632,018"
24-Sep-19,168.11,"11,757,739,233"
23-Sep-19,201.92,"7,494,673,136"
22-Sep-19,211.55,"7,812,854,576"
21-Sep-19,215.52,"7,743,309,778"
20-Sep-19,218.05,"8,027,974,273"
19-Sep-19,221.28,"10,620,070,913"
18-Sep-19,211.39,"9,194,634,557"
17-Sep-19,208.61,"10,232,590,812"
16-Sep-19,197.11,"8,242,029,488"
15-Sep-19,189.79,"6,222,874,780"
14-Sep-19,188.11,"6,500,686,511"
13-Sep-19,181.11,"5,955,041,237"
12-Sep-19,181.02,"5,838,605,477"
11-Sep-19,178.73,"7,157,139,035"
10-Sep-19,179.79,"6,291,476,772"
9-Sep-19,181.15,"7,232,938,985"
8-Sep-19,181.36,"6,472,677,266"
7-Sep-19,178.26,"6,791,531,342"
6-Sep-19,169.96,"6,797,611,878"
5-Sep-19,174.22,"5,589,476,516"
4-Sep-19,175.99,"5,938,120,494"
3-Sep-19,179.5,"6,962,728,938"
2-Sep-19,178.35,"6,503,447,137"
1-Sep-19,171.63,"5,554,799,576"
31-Aug-19,172.47,"5,830,212,249"
30-Aug-19,168.83,"5,776,520,220"
29-Aug-19,169.52,"7,129,569,083"
28-Aug-19,173.89,"6,696,604,087"
27-Aug-19,187.52,"6,042,327,402"
26-Aug-19,188.93,"7,207,986,636"
25-Aug-19,186.84,"5,826,017,143"
24-Aug-19,191.29,"6,249,737,982"
23-Aug-19,194.71,"6,658,162,377"
22-Aug-19,191.33,"7,569,043,874"
21-Aug-19,186.89,"7,775,772,700"
20-Aug-19,196.57,"6,408,417,610"
19-Aug-19,203.09,"6,145,148,692"
18-Aug-19,194.49,"5,969,012,024"
17-Aug-19,185.69,"5,512,696,513"
16-Aug-19,185.44,"7,133,915,837"
15-Aug-19,188.5,"8,197,244,441"
14-Aug-19,186.61,"7,444,456,154"
13-Aug-19,208.71,"5,946,313,205"
12-Aug-19,211.29,"5,674,315,559"
11-Aug-19,216.09,"6,440,605,605"
10-Aug-19,206.73,"6,584,748,527"
9-Aug-19,210.49,"6,964,818,795"
8-Aug-19,220.94,"6,713,525,644"
7-Aug-19,226.39,"7,020,342,210"
6-Aug-19,226.02,"7,647,742,672"
5-Aug-19,234.22,"7,765,060,287"
4-Aug-19,222.67,"5,238,542,572"
3-Aug-19,222.49,"5,697,798,687"
2-Aug-19,217.87,"6,159,440,229"
1-Aug-19,217.81,"5,965,442,642"
31-Jul-19,218.65,"6,003,828,340"
30-Jul-19,210.52,"5,489,918,859"
29-Jul-19,211.27,"5,485,190,664"
28-Jul-19,211.19,"5,504,887,934"
27-Jul-19,207.41,"6,257,703,908"
26-Jul-19,219.63,"5,729,852,178"
25-Jul-19,219.62,"6,731,281,160"
24-Jul-19,217.05,"7,168,982,843"
23-Jul-19,212.73,"6,976,091,534"
22-Jul-19,217.56,"6,338,843,919"
21-Jul-19,225.63,"6,685,082,868"
20-Jul-19,229.12,"7,976,245,988"
19-Jul-19,221.33,"7,606,433,131"
18-Jul-19,226.57,"9,327,816,059"
17-Jul-19,211.48,"9,387,747,640"
16-Jul-19,199.19,"9,036,620,494"
15-Jul-19,229.78,"9,723,674,244"
14-Jul-19,227.58,"8,578,339,386"
13-Jul-19,269.46,"6,716,829,429"
12-Jul-19,276.28,"8,148,936,015"
11-Jul-19,268.7,"10,216,287,022"
10-Jul-19,290,"11,679,985,167"
9-Jul-19,308.88,"10,055,159,803"
8-Jul-19,313.25,"9,078,905,628"
7-Jul-19,305.7,"8,119,724,981"
6-Jul-19,287.55,"7,674,615,025"
5-Jul-19,288,"8,723,493,015"
4-Jul-19,284.52,"8,403,513,106"
3-Jul-19,303.1,"9,926,711,979"
2-Jul-19,291.6,"10,618,413,952"
1-Jul-19,293.64,"10,292,223,948"
30-Jun-19,290.7,"10,303,111,000"
29-Jun-19,320.06,"10,929,374,565"
28-Jun-19,311.23,"11,514,656,820"
27-Jun-19,294.27,"14,038,092,503"
26-Jun-19,336.75,"16,437,084,081"
25-Jun-19,318.13,"9,641,764,965"
24-Jun-19,310.42,"8,205,712,062"
23-Jun-19,307.83,"8,161,062,380"
22-Jun-19,309.38,"10,613,731,255"
21-Jun-19,294.91,"9,331,694,140"
20-Jun-19,271.7,"6,408,981,097"
19-Jun-19,269.43,"5,516,510,947"
18-Jun-19,265.05,"6,205,242,504"
17-Jun-19,274.35,"6,009,795,781"
16-Jun-19,269.22,"9,676,746,453"
15-Jun-19,269.02,"8,126,853,944"
14-Jun-19,264.09,"8,676,891,267"
13-Jun-19,256.17,"8,442,077,836"
12-Jun-19,260.9,"8,645,598,618"
11-Jun-19,245.78,"7,382,269,700"
10-Jun-19,247.52,"8,141,159,848"
9-Jun-19,233.09,"7,566,421,456"
8-Jun-19,245.74,"7,225,996,863"
7-Jun-19,250.93,"8,379,534,528"
6-Jun-19,249.47,"8,265,146,806"
5-Jun-19,247.05,"8,548,917,062"
4-Jun-19,241.34,"10,132,549,747"
3-Jun-19,252.61,"9,375,712,917"
2-Jun-19,270.23,"8,744,111,713"
1-Jun-19,265.39,"9,942,869,852"
31-May-19,268.11,"11,255,023,515"
30-May-19,255.86,"13,604,268,584"
29-May-19,269.46,"9,819,132,174"
28-May-19,271.77,"10,362,846,898"
27-May-19,272.86,"12,074,664,736"
26-May-19,267.07,"9,664,267,731"
25-May-19,251.76,"8,924,985,385"
24-May-19,249.48,"9,929,433,206"
23-May-19,245.97,"10,671,663,487"
22-May-19,244.7,"9,818,257,463"
21-May-19,255.22,"11,545,049,593"
20-May-19,251.86,"10,834,541,285"
19-May-19,261.29,"12,049,250,894"
18-May-19,234.6,"10,933,142,646"
17-May-19,243.76,"16,037,551,694"
16-May-19,264.01,"18,661,465,873"
15-May-19,247.15,"13,460,006,534"
14-May-19,217.15,"12,751,049,755"
13-May-19,196.85,"10,367,149,039"
12-May-19,187.33,"10,326,050,090"
11-May-19,194.3,"12,578,331,654"
10-May-19,173.14,"8,036,919,053"
9-May-19,170.29,"6,546,914,198"
8-May-19,170.95,"6,416,569,598"
7-May-19,169.8,"8,411,140,170"
6-May-19,172.65,"7,540,096,853"
5-May-19,163.45,"5,938,415,562"
4-May-19,164.03,"6,658,100,049"
3-May-19,167.95,"7,299,410,672"
2-May-19,162.12,"6,044,171,062"
1-May-19,160.82,"5,789,172,433"
30-Apr-19,162.17,"6,275,803,460"
29-Apr-19,155.2,"6,053,776,253"
28-Apr-19,157.3,"5,379,894,433"
27-Apr-19,158.43,"5,863,109,118"
26-Apr-19,156.35,"7,505,283,355"
25-Apr-19,154.46,"6,820,332,362"
24-Apr-19,165.83,"7,351,304,156"
23-Apr-19,171.45,"7,097,827,092"
22-Apr-19,171.87,"6,094,878,077"
21-Apr-19,170.05,"6,005,571,688"
20-Apr-19,173.75,"6,142,567,812"
19-Apr-19,173.71,"6,541,053,061"
18-Apr-19,173.81,"6,971,581,464"
17-Apr-19,166.95,"5,596,102,715"
16-Apr-19,167.62,"5,180,105,341"
15-Apr-19,161.57,"5,672,311,824"
14-Apr-19,167.84,"4,846,298,303"
13-Apr-19,164.51,"4,959,301,561"
12-Apr-19,164.74,"6,237,185,309"
11-Apr-19,165.5,"7,859,383,417"
10-Apr-19,177.34,"7,856,924,879"
9-Apr-19,176.11,"7,632,529,578"
8-Apr-19,180.26,"9,304,964,610"
7-Apr-19,174.53,"7,596,176,020"
6-Apr-19,165.95,"7,167,016,221"
5-Apr-19,165.51,"7,531,316,908"
4-Apr-19,158.05,"7,953,123,529"
3-Apr-19,161.46,"10,622,456,246"
2-Apr-19,163.96,"9,826,645,698"
1-Apr-19,141.83,"4,611,999,536"
31-Mar-19,141.51,"4,249,050,197"
30-Mar-19,142.09,"5,144,662,127"
29-Mar-19,142.5,"5,125,602,702"
28-Mar-19,139.42,"4,163,212,475"
27-Mar-19,140.99,"5,228,240,093"
26-Mar-19,135.46,"4,499,271,679"
25-Mar-19,135.03,"4,480,516,753"
24-Mar-19,136.99,"4,266,845,458"
23-Mar-19,138.24,"4,436,568,613"
22-Mar-19,137.18,"4,490,899,266"
21-Mar-19,136.64,"5,087,247,796"
20-Mar-19,140.69,"4,664,134,462"
19-Mar-19,140.52,"4,251,488,129"
18-Mar-19,139.37,"4,551,739,879"
17-Mar-19,140,"3,827,157,729"
16-Mar-19,142.4,"4,839,003,569"
15-Mar-19,137.69,"4,506,861,856"
14-Mar-19,133.71,"4,476,532,147"
13-Mar-19,133.26,"4,265,162,099"
12-Mar-19,134.44,"4,709,988,000"
11-Mar-19,133.83,"4,689,807,419"
10-Mar-19,136.76,"4,578,438,499"
9-Mar-19,137.97,"5,011,918,715"
8-Mar-19,135.13,"4,678,816,794"
7-Mar-19,138.03,"4,339,206,292"
6-Mar-19,138.79,"4,589,054,219"
5-Mar-19,137.82,"4,764,849,990"
4-Mar-19,127.77,"4,008,171,341"
3-Mar-19,132.25,"3,454,374,053"
2-Mar-19,134.21,"3,747,176,425"
1-Mar-19,136.44,"3,756,124,824"
28-Feb-19,136.75,"4,535,438,953"
27-Feb-19,136.13,"4,469,776,860"
26-Feb-19,138.09,"3,791,292,839"
25-Feb-19,139.82,"4,914,392,068"
24-Feb-19,135.85,"5,957,715,043"
23-Feb-19,158.8,"4,519,468,458"
22-Feb-19,149.09,"3,731,099,284"
21-Feb-19,146.13,"3,995,766,856"
20-Feb-19,149.55,"4,500,094,965"
19-Feb-19,145.35,"5,310,842,625"
18-Feb-19,146.1,"5,387,525,773"
17-Feb-19,133.6,"4,236,081,130"
16-Feb-19,123.26,"2,905,833,287"
15-Feb-19,122.1,"3,021,741,615"
14-Feb-19,121.39,"3,331,701,628"
13-Feb-19,122.55,"3,386,585,799"
12-Feb-19,122.57,"3,149,576,429"
11-Feb-19,121.3,"3,222,473,887"
10-Feb-19,124.81,"3,148,766,590"
9-Feb-19,119.43,"2,884,650,400"
8-Feb-19,119.27,"3,656,841,347"
7-Feb-19,104.54,"2,326,764,622"
6-Feb-19,104.92,"2,593,048,199"
5-Feb-19,107.44,"2,515,863,999"
4-Feb-19,107.82,"2,491,888,675"
3-Feb-19,107.49,"2,519,334,757"
2-Feb-19,110.43,"2,385,157,838"
1-Feb-19,107.61,"2,541,271,519"
31-Jan-19,107.06,"2,828,796,031"
30-Jan-19,108.91,"2,874,370,355"
29-Jan-19,105.6,"2,900,418,606"
28-Jan-19,106.59,"3,366,895,505"
27-Jan-19,113.41,"2,775,888,287"
26-Jan-19,116.49,"2,412,181,169"
25-Jan-19,116.38,"2,606,881,898"
24-Jan-19,117.36,"2,520,843,420"
23-Jan-19,117.45,"2,556,952,198"
22-Jan-19,118.75,"2,552,507,405"
21-Jan-19,117.16,"2,421,720,343"
20-Jan-19,119.47,"2,964,108,269"
19-Jan-19,124.52,"3,048,261,797"
18-Jan-19,121.01,"2,305,389,800"
17-Jan-19,123.74,"2,594,091,285"
16-Jan-19,123.55,"2,746,469,340"
15-Jan-19,122.03,"2,735,449,164"
14-Jan-19,129.07,"2,798,085,735"
13-Jan-19,116.9,"2,268,263,944"
12-Jan-19,125.97,"2,212,109,224"
11-Jan-19,127.55,"2,667,585,234"
10-Jan-19,128.63,"3,397,734,456"
9-Jan-19,150.8,"2,369,241,197"
8-Jan-19,150.36,"2,459,808,140"
7-Jan-19,151.7,"2,712,108,388"
6-Jan-19,157.75,"3,231,294,371"
5-Jan-19,155.64,"3,338,211,928"
4-Jan-19,154.58,"3,126,192,535"
3-Jan-19,149.14,"2,676,164,880"
2-Jan-19,155.05,"3,328,240,369"
1-Jan-19,140.82,"2,258,709,868"
31-Dec-18,133.37,"2,358,360,234"
30-Dec-18,139.86,"2,660,086,834"
29-Dec-18,138.02,"3,169,029,972"
28-Dec-18,137.65,"3,130,201,009"
27-Dec-18,116.58,"2,612,804,378"
26-Dec-18,131.87,"2,720,469,126"
25-Dec-18,129.84,"3,298,280,609"
24-Dec-18,140.24,"4,370,343,387"
23-Dec-18,130.77,"3,579,715,061"
22-Dec-18,116.76,"2,338,772,939"
21-Dec-18,109.5,"2,632,539,990"
20-Dec-18,116.22,"3,063,842,618"
19-Dec-18,101.27,"2,456,482,115"
18-Dec-18,101.11,"2,277,514,076"
17-Dec-18,95.13,"2,101,453,024"
16-Dec-18,85.26,"1,565,817,037"
15-Dec-18,84.44,"1,496,176,898"
14-Dec-18,84.31,"1,651,491,877"
13-Dec-18,86.54,"1,754,475,622"
12-Dec-18,90.59,"1,533,050,103"
11-Dec-18,88.95,"1,707,497,898"
10-Dec-18,91.69,"1,756,437,577"
9-Dec-18,95.14,"1,875,567,180"
8-Dec-18,92.16,"1,855,759,401"
7-Dec-18,93.29,"2,554,304,530"
6-Dec-18,91.76,"2,310,716,932"
5-Dec-18,102.48,"1,990,157,607"
4-Dec-18,110.21,"1,748,116,495"
3-Dec-18,108.93,"1,772,756,193"
2-Dec-18,116.39,"1,856,199,149"
1-Dec-18,118.64,"2,131,475,768"
30-Nov-18,113.17,"2,020,748,396"
29-Nov-18,117.54,"2,196,099,151"
28-Nov-18,122.44,"2,673,470,000"
27-Nov-18,110.01,"2,320,010,000"
26-Nov-18,108.34,"2,139,490,000"
25-Nov-18,116.45,"2,466,750,000"
24-Nov-18,113.49,"1,800,960,000"
23-Nov-18,123.3,"1,998,010,000"
22-Nov-18,126.71,"1,792,150,000"
21-Nov-18,136.7,"2,685,930,000"
20-Nov-18,130.34,"3,134,410,000"
19-Nov-18,149.18,"2,745,160,000"
18-Nov-18,177.07,"1,810,920,000"
17-Nov-18,174,"1,832,800,000"
16-Nov-18,175.18,"2,015,330,000"
15-Nov-18,180.81,"2,638,410,000"
14-Nov-18,181.4,"2,595,330,000"
13-Nov-18,206.83,"1,610,260,000"
12-Nov-18,210.42,"1,452,380,000"
11-Nov-18,211.34,"1,501,600,000"
10-Nov-18,212.53,"1,377,760,000"
9-Nov-18,210.07,"1,554,750,000"
8-Nov-18,212.23,"1,769,080,000"
7-Nov-18,217.18,"1,927,830,000"
6-Nov-18,218.45,"1,856,940,000"
5-Nov-18,209.09,"1,613,510,000"
4-Nov-18,207.49,"1,749,300,000"
3-Nov-18,200.19,"1,307,150,000"
2-Nov-18,200.64,"1,451,870,000"
1-Nov-18,198.87,"1,336,700,000"
31-Oct-18,197.38,"1,442,380,000"
30-Oct-18,197.56,"1,363,500,000"
29-Oct-18,197.25,"1,517,230,000"
28-Oct-18,205.37,"1,139,140,000"
27-Oct-18,204.21,"1,084,810,000"
26-Oct-18,203.33,"1,161,310,000"
25-Oct-18,202.72,"1,102,900,000"
24-Oct-18,203.85,"1,102,220,000"
23-Oct-18,204.34,"1,237,490,000"
22-Oct-18,204.04,"1,328,980,000"
21-Oct-18,205.14,"1,190,300,000"
20-Oct-18,205.43,"1,238,780,000"
19-Oct-18,203.73,"1,264,480,000"
18-Oct-18,203.35,"1,365,860,000"
17-Oct-18,207.08,"1,444,130,000"
16-Oct-18,210.12,"1,532,280,000"
15-Oct-18,209.7,"2,865,830,000"
14-Oct-18,195.72,"1,169,260,000"
13-Oct-18,199.84,"1,167,610,000"
12-Oct-18,196.73,"1,487,900,000"
11-Oct-18,189.5,"2,167,620,000"
10-Oct-18,225.77,"1,384,040,000"
9-Oct-18,227.98,"1,405,130,000"
8-Oct-18,229.26,"1,470,740,000"
7-Oct-18,226.12,"1,470,480,000"
6-Oct-18,225.12,"1,505,070,000"
5-Oct-18,227.6,"1,547,330,000"
4-Oct-18,222.22,"1,479,500,000"
3-Oct-18,220.49,"1,683,930,000"
2-Oct-18,227.18,"1,542,080,000"
1-Oct-18,230.77,"1,597,500,000"
30-Sep-18,232.85,"1,765,560,000"
29-Sep-18,231.64,"2,208,720,000"
28-Sep-18,222.4,"2,018,120,000"
27-Sep-18,228.49,"2,030,320,000"
26-Sep-18,215.85,"1,756,100,000"
25-Sep-18,218.51,"2,120,360,000"
24-Sep-18,228.73,"1,748,740,000"
23-Sep-18,244.33,"1,693,470,000"
