Date,Close**,Volume
22-Sep-18,240.48,"1,921,820,000"
21-Sep-18,246.58,"2,836,200,000"
20-Sep-18,224.59,"1,782,070,000"
19-Sep-18,209.97,"1,733,330,000"
18-Sep-18,209.98,"1,800,640,000"
17-Sep-18,197.88,"2,019,910,000"
16-Sep-18,220.59,"1,502,260,000"
15-Sep-18,223.07,"1,670,490,000"
14-Sep-18,211.75,"2,232,190,000"
13-Sep-18,211.35,"2,330,720,000"
12-Sep-18,183.33,"1,874,850,000"
11-Sep-18,185.07,"1,568,900,000"
10-Sep-18,197.08,"1,502,960,000"
9-Sep-18,196.92,"1,585,980,000"
8-Sep-18,197.95,"1,517,200,000"
7-Sep-18,217.2,"1,678,260,000"
6-Sep-18,230.22,"2,097,310,000"
5-Sep-18,232.33,"2,390,390,000"
4-Sep-18,285.72,"1,554,870,000"
3-Sep-18,289.26,"1,394,490,000"
2-Sep-18,294.37,"1,321,050,000"
1-Sep-18,295.34,"1,546,630,000"
31-Aug-18,283,"1,411,910,000"
30-Aug-18,284.11,"1,513,100,000"
29-Aug-18,289.31,"1,474,460,000"
28-Aug-18,296.5,"1,513,350,000"
27-Aug-18,285.6,"1,406,790,000"
26-Aug-18,275.2,"1,206,650,000"
25-Aug-18,279.65,"1,208,360,000"
24-Aug-18,282.97,"1,450,170,000"
23-Aug-18,277.1,"1,271,160,000"
22-Aug-18,271.34,"1,507,660,000"
21-Aug-18,281.94,"1,164,120,000"
20-Aug-18,274.32,"1,413,790,000"
19-Aug-18,300.83,"1,447,910,000"
18-Aug-18,295.81,"1,764,020,000"
17-Aug-18,315.73,"1,995,460,000"
16-Aug-18,288.05,"1,552,970,000"
15-Aug-18,282.36,"1,878,150,000"
14-Aug-18,278.93,"2,137,850,000"
13-Aug-18,286.5,"1,751,190,000"
12-Aug-18,319.57,"1,625,420,000"
11-Aug-18,322.11,"1,790,370,000"
10-Aug-18,334.18,"1,699,400,000"
9-Aug-18,365.59,"1,616,610,000"
8-Aug-18,356.61,"2,016,080,000"
7-Aug-18,380.22,"1,828,350,000"
6-Aug-18,406.66,"1,384,880,000"
5-Aug-18,410.52,"1,396,820,000"
4-Aug-18,407.25,"1,466,540,000"
3-Aug-18,418.26,"1,722,340,000"
2-Aug-18,412.62,"1,569,300,000"
1-Aug-18,420.75,"1,888,060,000"
31-Jul-18,433.87,"1,820,680,000"
30-Jul-18,457.08,"2,141,590,000"
29-Jul-18,466.67,"1,631,910,016"
28-Jul-18,466.9,"1,531,890,048"
27-Jul-18,469.67,"1,734,259,968"
26-Jul-18,464.04,"1,621,560,064"
25-Jul-18,472.49,"1,930,780,032"
24-Jul-18,479.37,"2,287,520,000"
23-Jul-18,450.85,"1,596,999,936"
22-Jul-18,459.66,"1,338,589,952"
21-Jul-18,462.44,"1,504,310,016"
20-Jul-18,450.7,"1,821,350,016"
19-Jul-18,469.62,"2,068,739,968"
18-Jul-18,480.51,"2,371,559,936"
17-Jul-18,501,"2,288,100,096"
16-Jul-18,480.66,"1,858,680,064"
15-Jul-18,449.85,"1,350,160,000"
14-Jul-18,436.09,"1,235,820,032"
13-Jul-18,434.03,"1,489,670,016"
12-Jul-18,430.07,"1,495,440,000"
11-Jul-18,446.52,"1,422,470,016"
10-Jul-18,434.42,"1,789,069,952"
9-Jul-18,476.68,"1,533,799,936"
8-Jul-18,489.12,"1,344,560,000"
7-Jul-18,491.66,"1,358,360,064"
6-Jul-18,474.01,"1,627,609,984"
5-Jul-18,474.41,"1,828,610,048"
4-Jul-18,467.32,"1,549,769,984"
3-Jul-18,464.2,"1,683,939,968"
2-Jul-18,475.35,"1,625,789,952"
1-Jul-18,453.92,"1,511,730,048"
30-Jun-18,455.18,"1,475,939,968"
29-Jun-18,436.01,"1,564,499,968"
28-Jun-18,422.36,"1,360,790,016"
27-Jun-18,442.36,"1,368,940,032"
26-Jun-18,432.77,"1,356,560,000"
25-Jun-18,460.31,"4,007,950,080"
24-Jun-18,457.67,"2,490,579,968"
23-Jun-18,474.52,"1,651,379,968"
22-Jun-18,465.82,"2,226,030,080"
21-Jun-18,527.37,"1,462,070,016"
20-Jun-18,536.27,"1,596,290,048"
19-Jun-18,537.96,"1,726,569,984"
18-Jun-18,518.89,"1,513,869,952"
17-Jun-18,500.45,"1,264,870,016"
16-Jun-18,499.64,"1,314,109,952"
15-Jun-18,491,"1,808,269,952"
14-Jun-18,519.74,"2,458,650,112"
13-Jun-18,477.49,"2,080,130,048"
12-Jun-18,496.84,"1,932,760,064"
11-Jun-18,533.28,"1,982,119,936"
10-Jun-18,526.48,"2,234,880,000"
9-Jun-18,597.56,"1,519,309,952"
8-Jun-18,601.08,"1,637,779,968"
7-Jun-18,605.19,"1,880,140,032"
6-Jun-18,607.12,"1,756,530,048"
5-Jun-18,609.3,"1,844,269,952"
4-Jun-18,592.98,"1,903,430,016"
3-Jun-18,618.33,"1,832,550,016"
2-Jun-18,591.81,"1,880,390,016"
1-Jun-18,580.04,"1,945,890,048"
31-May-18,577.65,"1,985,040,000"
30-May-18,559.59,"2,053,970,048"
29-May-18,565.39,"2,330,820,096"
28-May-18,516.04,"2,356,900,096"
27-May-18,572.67,"1,788,790,016"
